Unnamed: 0,city,activity_name,activity_description,ID,prompt
124,"Bellvís, Spain",Pedalada popular,Pedalada organitzada per l'AFA de l'escola Joaquim Palacín conjuntament amb l'Ajuntament. L'activitat consisteix en seguir una ruta en bicicleta que transcórrer pel poble i pels camins rurals del municipi de Bellvís. És una pedalada familiar oberta a tot el poble.,124,"This is an event called 'Popular pedalada', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Pedalada organized by the AFA of the Joaquim Palacín School together with the City Council.The activity is to follow a bicycle route that runs through the village and the rural roads of the municipality of Bellvís.It is a family pedal open to the whole village.'"
125,"Bellvís, Spain",Inauguració pacificació entrada escola Joaquim Palacín,"L'entrada/sortida d'alumnes de l'escola Joaquim Palacín es modificarà per tal de pacificar el trànsit i fer més segura la rebuda i recollida dels infants.És vol inaugurar l'obra tallant el Passeig d'Urgell durant una tarda o un matí, només permetent la circulació a peu o en bicicleta.",125,"This is an event called 'Pacification Pacification Joaquim Palacín School Pacification', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'The entry/exit of students from the Joaquim Palacín School will be modified to pacify the traffic and to make the reception and collection of children more safely.Morning, only allowing traffic on foot or by bicycle.'"
126,"Benavent de Segrià, Spain",Dia sense cotxes,No description available,126,"This is an event called 'Day without cars', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
127,"Benavente, Spain",brazadas solidarias,"nadar en la piscina climatizada desde la 11:00 hasta las 20:00 de manera solidaria para recaudar dinero para la investigación contra el cáncer, fomentar la vida saludable",127,"This is an event called 'solidarity strokes', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Swim in the heated pool from 11:00 to 20:00 in a solidarity way to raise money for cancer research, foster healthy life'"
128,"Benavente, Spain",Zumba en la plaza mayor,"Realizaremos una clase de zumba de una hora de duración , en la plaza mayor de la ciudad",128,"This is an event called 'Zumba in the Plaza Mayor', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'We will perform a one -hour zumba class, in the Plaza Mayor of the city'"
129,"Benetússer (BENETUSSER)
, Spain",BUY LOCAL AND THINK GLOBAL,Campaign to promote sustainable mobility through local commerce and hospitality: Participate in the raffle for a bicycle with your purchases over 10 euros in local commerce and hospitality. All day,129,"This is an event called 'BUY LOCAL AND THINK GLOBAL', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Campaign to promote sustainable mobility through local commerce and hospitality: Participate in the raffle for a bicycle with your purchases over 10 euros in local commerce and hospitality. All day'"
130,"Benetússer (BENETUSSER)
, Spain",WALK BENETÚSSER,"Urban tour that will allow us to reflect and provide proposals on urban infrastructure, accessibility and security to improve people's quality of life.
Departure from the Town Hall Square at 9.30 am.",130,"This is an event called 'Walk Benetússer', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Urban tour that will allow us to reflect and provide proposals on urban infrastructure, accessibility and security to improve people's quality of life.
Departure from the Town Hall Square at 9.30 am.'"
131,"Benetússer (BENETUSSER)
, Spain",ROAD EDUCATION WORKSHOP,Taught by the Benetússer Local Police to ESO students on the use of electric scooters and bicycles.,131,"This is an event called 'ROAD EDUCATION WORKSHOP', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Taught by the Benetússer Local Police to ESO students on the use of electric scooters and bicycles.'"
132,"Benetússer (BENETUSSER)
, Spain",WORLD CAR-FREE DAY: LEAVE YOUR CAR PARKED AND ENJOY WHAT YOU HAVE ONE STEP AWAY,WORLD CAR-FREE DAY: LEAVE YOUR CAR PARKED AND ENJOY WHAT YOU HAVE ONE STEP AWAY,132,"This is an event called 'WORLD CAR-FREE DAY: LEAVE YOUR CAR PARKED AND ENJOY WHAT YOU HAVE ONE STEP AWAY', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'WORLD CAR-FREE DAY: LEAVE YOUR CAR PARKED AND ENJOY WHAT YOU HAVE ONE STEP AWAY'"
133,"Benetússer (BENETUSSER)
, Spain",SHARED PUBLIC SPACE: CITIZEN SCHOOLS IN THE SQUARES AND PARKS OF BENETÚSSER,"ALL DAY. In different squares and parks in Benetússer, different activities will be carried out for all audiences, in which citizens will be able to participate and share their knowledge, related to the environment, physical, artistic and cultural activity.",133,"This is an event called 'SHARED PUBLIC SPACE: CITIZEN SCHOOLS IN THE SQUARES AND PARKS OF BENETÚSSER', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'ALL DAY. In different squares and parks in Benetússer, different activities will be carried out for all audiences, in which citizens will be able to participate and share their knowledge, related to the environment, physical, artistic and cultural activity.'"
134,"Benetússer (BENETUSSER)
, Spain",ENJOY LOCAL CULTURAL PROGRAMMING. THEATRE.,THEATRE: Entanglements and disappointments of AAC Tramoya (Municipal theatre group) Free admission. El Molí Cultural Center. At 7.00 pm.,134,"This is an event called 'ENJOY LOCAL CULTURAL PROGRAMMING. THEATRE.', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'THEATRE: Entanglements and disappointments of AAC Tramoya (Municipal theatre group) Free admission. El Molí Cultural Center. At 7.00 pm.'"
135,"Benidorm, Spain",l,l,135,"This is an event called 'l', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'l'"
136,"Benissanet, Spain",Caminada,[Ruta i activitats per confirmar],136,"This is an event called 'Hike', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: '[Route and activities to confirm]'"
137,"Besalú, Spain",sortida a peu fins a la fira,La llar d'infants i la llar d'avis fan sortides a peu fins a la fira i el mercat municipal,137,"This is an event called 'Departure on foot to the fair', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Nursery and grandparents take on foot to the Fair and the Municipal Market'"
138,"Bescanó, Spain",Habilitació d'un carril bici des de la Via Verda fins a la Zona esportiva,S'habilitarà un carril bici des de la Via Verda del municipi fins a la zona esportiva,138,"This is an event called 'Enabling a bike lane from the greenway to the sports area', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'A bike lane will be enabled from the greenway of the municipality to the sports area'"
139,"Bigues i Riells del Fai, Spain",Circuit de bicicletes,No description available,139,"This is an event called 'Bicycle circuit', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
140,"Bigues i Riells del Fai, Spain",Taller quin soroll fem? quin aire respirem?,No description available,140,"This is an event called 'Workshop What noise do we make?What air do we breathe?', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
141,"Bigues i Riells del Fai, Spain",Taller patinets elèctrics,No description available,141,"This is an event called 'Electrical Skaters Workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
142,"Bigues i Riells del Fai, Spain",Visita edifici La Cova,No description available,142,"This is an event called 'Visit buildings La Cova', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
143,"Bigues i Riells del Fai, Spain",Xerrada transport públic,No description available,143,"This is an event called 'Talk public transport', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
144,"Bigues i Riells del Fai, Spain",Taller amb cadira de rodes,No description available,144,"This is an event called 'Wheelchair Workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
145,"Bilbao, Spain",Semana Europea de la Movilidad,"Exposiciones, conferencias, presentaciones, ruedas de prensa, marcha en bicicleta, ...",145,"This is an event called 'European Mobility Week', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Exhibitions, conferences, presentations, press conferences, march by bicycle, ...'"
146,"Bilbao, Spain",Rueda de prensa Presntación SEM Bilbao 2024,11 de septiembre,146,"This is an event called 'PRESS ROUND PRESENTATION Sem Bilbao 2024', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'September 11'"
147,"Bilbao, Spain",Paseos gratuitos en barcos electricos por la Ría de BIlbao,No description available,147,"This is an event called 'Free walks in electric ships along the Ría de Bilbao', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
